Guardium Version,Operating System,Kernel,KTAP,Build Date,Match
9.0,RHEL-x86_64,2.6.9-55.0.12.ELlargesmp,2.6.9-55.0.12.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-55.0.12.ELsmp,2.6.9-55.0.12.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-55.0.12.EL,2.6.9-55.0.12.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-55.9.EL.HF2smp,2.6.9-55.9.EL.HF2smp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-55.ELlargesmp,2.6.9-55.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-55.ELsmp,2.6.9-55.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-55.EL,2.6.9-55.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.1.ELsmp,2.6.9-67.0.1.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.4.ELlargesmp,2.6.9-67.0.4.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.7.ELlargesmp,2.6.9-67.0.7.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.7.ELsmp,2.6.9-67.0.7.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.15.ELsmp,2.6.9-67.0.15.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.15.EL,2.6.9-67.0.15.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.20.ELsmp,2.6.9-67.0.20.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.0.22.ELsmp,2.6.9-67.0.22.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.ELlargesmp,2.6.9-67.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.ELsmp,2.6.9-67.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-67.EL,2.6.9-67.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.0.0.1.ELsmp,2.6.9-78.0.0.0.1.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.1.ELlargesmp,2.6.9-78.0.1.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.1.ELsmp,2.6.9-78.0.1.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.5.ELsmp,2.6.9-78.0.5.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.5.EL,2.6.9-78.0.5.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.8.ELsmp,2.6.9-78.0.8.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.8.EL,2.6.9-78.0.8.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.13.ELlargesmp,2.6.9-78.0.13.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.13.ELsmp,2.6.9-78.0.13.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.17.ELlargesmp,2.6.9-78.0.17.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.0.17.ELsmp,2.6.9-78.0.17.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.ELlargesmp,2.6.9-78.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.ELsmp,2.6.9-78.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-78.EL,2.6.9-78.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.0.0.1.ELlargesmp,2.6.9-89.0.0.0.1.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.0.0.1.ELsmp,2.6.9-89.0.0.0.1.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.0.0.1.EL,2.6.9-89.0.0.0.1.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.3.ELsmp,2.6.9-89.0.3.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.9.ELlargesmp,2.6.9-89.0.9.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.11.ELlargesmp,2.6.9-89.0.11.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.11.ELsmp,2.6.9-89.0.11.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.16.0.1.ELsmp,2.6.9-89.0.16.0.1.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.18.ELsmp,2.6.9-89.0.18.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.19.ELlargesmp,2.6.9-89.0.19.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.20.ELlargesmp,2.6.9-89.0.20.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.20.ELsmp,2.6.9-89.0.20.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.23.ELlargesmp,2.6.9-89.0.23.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.25.ELsmp,2.6.9-89.0.25.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.26.ELlargesmp,2.6.9-89.0.26.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.26.ELsmp,2.6.9-89.0.26.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.28.ELlargesmp,2.6.9-89.0.28.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.28.ELsmp,2.6.9-89.0.28.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.28.EL,2.6.9-89.0.28.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.29.ELlargesmp,2.6.9-89.0.28.ELlargesmp-x86_64-SMP.ko,2012-03-08,Flex
9.0,RHEL-x86_64,2.6.9-89.0.29.ELsmp,2.6.9-89.0.29.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.0.29.EL,2.6.9-89.0.29.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.29.1.ELlargesmp,2.6.9-89.29.1.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.29.1.ELsmp,2.6.9-89.0.29.ELsmp-x86_64-SMP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.29.1.EL,2.6.9-89.0.29.EL-x86_64-UP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.31.1.ELlargesmp,2.6.9-89.29.1.ELlargesmp-x86_64-SMP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.31.1.ELlargesmp,2.6.9-89.31.1.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.31.1.ELsmp,2.6.9-89.0.29.ELsmp-x86_64-SMP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.31.1.ELsmp,2.6.9-89.31.1.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.31.1.EL,2.6.9-89.0.29.EL-x86_64-UP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.33.1.ELlargesmp,2.6.9-89.29.1.ELlargesmp-x86_64-SMP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.33.1.ELsmp,2.6.9-89.0.29.ELsmp-x86_64-SMP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.33.1.EL,2.6.9-89.0.29.EL-x86_64-UP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.35.1.ELlargesmp,2.6.9-89.29.1.ELlargesmp-x86_64-SMP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.35.1.ELlargesmp,2.6.9-89.35.1.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.35.1.ELsmp,2.6.9-89.0.29.ELsmp-x86_64-SMP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.35.1.ELsmp,2.6.9-89.35.1.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.35.1.EL,2.6.9-89.0.29.EL-x86_64-UP.ko,2011-02-23,Flex
9.0,RHEL-x86_64,2.6.9-89.ELlargesmp,2.6.9-89.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.ELsmp,2.6.9-89.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-89.EL,2.6.9-89.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-100.ELlargesmp,2.6.9-100.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-100.ELsmp,2.6.9-100.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-100.EL,2.6.9-100.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-101.ELlargesmp,2.6.9-101.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-101.ELsmp,2.6.9-101.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-101.EL,2.6.9-101.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-103.ELlargesmp,2.6.9-103.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-103.ELsmp,2.6.9-103.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-103.EL,2.6.9-103.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-104.ELlargesmp,2.6.9-104.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-104.ELsmp,2.6.9-104.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-106.ELlargesmp,2.6.9-106.ELlargesmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-106.ELsmp,2.6.9-106.ELsmp-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.9-106.EL,2.6.9-106.EL-x86_64-UP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-8.el5,2.6.18-8.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-53.1.4.el5,2.6.18-53.1.4.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-53.1.13.el5,2.6.18-53.1.13.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-53.1.14.el5,2.6.18-53.1.14.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-53.1.19.el5,2.6.18-53.1.19.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-53.1.21.2.1.el5,2.6.18-53.1.21.2.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-53.el5xen,2.6.18-53.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-53.el5,2.6.18-53.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-92.1.6.0.2.el5,2.6.18-92.1.6.0.2.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-92.1.10.el5,2.6.18-92.1.10.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-92.1.13.el5,2.6.18-92.1.13.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-92.1.18.el5,2.6.18-92.1.18.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-92.1.22.el5,2.6.18-92.1.22.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-92.el5xen,2.6.18-92.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-92.el5,2.6.18-92.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.1.el5,2.6.18-128.1.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.6.0.1.el5,2.6.18-128.1.6.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.6.el5,2.6.18-128.1.6.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.10.el5xen,2.6.18-128.1.10.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.10.el5,2.6.18-128.1.10.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.14.el5,2.6.18-128.1.14.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.16.0.1.el5,2.6.18-128.1.16.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.1.16.el5,2.6.18-128.1.16.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.2.1.el5,2.6.18-128.2.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.4.1.el5,2.6.18-128.4.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.7.1.el5,2.6.18-128.7.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.el5xen,2.6.18-128.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-128.el5,2.6.18-128.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-141.el5,2.6.18-141.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.0.0.0.1.el5,2.6.18-164.0.0.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.2.1.el5,2.6.18-164.2.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.6.1.el5,2.6.18-164.6.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.9.1.el5,2.6.18-164.9.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.10.1.el5,2.6.18-164.10.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.11.1.el5,2.6.18-164.11.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.15.1.0.1.el5,2.6.18-164.15.1.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.15.1.el5,2.6.18-164.15.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.17.1.el5,2.6.18-164.17.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.21.1.el5,2.6.18-164.21.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.25.2.el5,2.6.18-164.25.2.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.30.1.el5,2.6.18-164.30.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.el5xen,2.6.18-164.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-164.el5,2.6.18-164.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-186.el5,2.6.18-186.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.0.0.0.4.el5,2.6.18-194.0.0.0.4.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.3.1.0.3.el5,2.6.18-194.3.1.0.3.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.3.1.0.4.el5,2.6.18-194.3.1.0.4.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.3.1.el5,2.6.18-194.3.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.8.1.0.1.el5,2.6.18-194.8.1.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.8.1.el5,2.6.18-194.8.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.11.1.el5xen,2.6.18-194.el5xen-x86_64-SMP.ko,2012-03-12,Flex
9.0,RHEL-x86_64,2.6.18-194.11.1.el5,2.6.18-194.11.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.11.3.el5xen,2.6.18-194.el5xen-x86_64-SMP.ko,2012-03-12,Flex
9.0,RHEL-x86_64,2.6.18-194.11.3.el5,2.6.18-194.11.3.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.11.4.el5xen,2.6.18-194.el5xen-x86_64-SMP.ko,2012-03-12,Flex
9.0,RHEL-x86_64,2.6.18-194.11.4.el5,2.6.18-194.11.4.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.17.1.el5xen,2.6.18-194.el5xen-x86_64-SMP.ko,2012-03-12,Flex
9.0,RHEL-x86_64,2.6.18-194.17.1.el5,2.6.18-194.17.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.17.4.0.1.el5,2.6.18-194.17.4.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.17.4.el5xen,2.6.18-194.el5xen-x86_64-SMP.ko,2012-03-12,Flex
9.0,RHEL-x86_64,2.6.18-194.17.4.el5,2.6.18-194.17.4.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.26.1.el5xen,2.6.18-194.el5xen-x86_64-SMP.ko,2012-03-12,Flex
9.0,RHEL-x86_64,2.6.18-194.26.1.el5,2.6.18-194.26.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.32.1.el5,2.6.18-194.32.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.el5xen,2.6.18-194.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-194.el5,2.6.18-194.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-229.el5,2.6.18-229.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.1.1.el5,2.6.18-238.1.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.5.1.el5,2.6.18-238.5.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.9.1.el5,2.6.18-238.9.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.12.1.0.1.el5,2.6.18-238.12.1.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.12.1.el5,2.6.18-238.12.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.12.2.0.2.el5,2.6.18-238.12.2.0.2.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.19.1.el5,2.6.18-238.19.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.28.1.el5,2.6.18-238.28.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.35.1.el5,2.6.18-238.28.1.el5-x86_64-SMP.ko,2012-05-17,Flex
9.0,RHEL-x86_64,2.6.18-238.49.1.el5,2.6.18-238.49.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.el5xen,2.6.18-238.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-238.el5,2.6.18-238.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.3.1.el5,2.6.18-274.3.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.3.1.el5,2.6.18-274.el5-x86_64-SMP.ko,2012-04-15,Flex
9.0,RHEL-x86_64,2.6.18-274.7.1.0.1.el5,2.6.18-274.7.1.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.7.1.el5,2.6.18-274.7.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.12.1.0.1.el5,2.6.18-274.12.1.el5-x86_64-SMP.ko,2012-04-29,Flex
9.0,RHEL-x86_64,2.6.18-274.12.1.el5,2.6.18-274.12.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.17.1.el5,2.6.18-274.12.1.el5-x86_64-SMP.ko,2012-06-04,Flex
9.0,RHEL-x86_64,2.6.18-274.17.1.el5,2.6.18-274.17.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.18.1.0.1.el5xen,2.6.18-274.18.1.0.1.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.18.1.0.1.el5,2.6.18-274.12.1.el5-x86_64-SMP.ko,2012-05-16,Flex
9.0,RHEL-x86_64,2.6.18-274.18.1.el5,2.6.18-274.12.1.el5-x86_64-SMP.ko,2012-06-04,Flex
9.0,RHEL-x86_64,2.6.18-274.18.1.el5,2.6.18-274.18.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-274.el5,2.6.18-274.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-308.1.1.0.1.el5,2.6.18-308.1.1.0.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-308.1.1.el5,2.6.18-308.1.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-308.4.1.el5xen,2.6.18-308.4.1.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-308.4.1.el5,2.6.18-308.1.1.el5-x86_64-SMP.ko,2012-04-26,Flex
9.0,RHEL-x86_64,2.6.18-308.4.1.el5,2.6.18-308.4.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-308.8.1.el5,2.6.18-308.1.1.el5-x86_64-SMP.ko,2012-06-04,Flex
9.0,RHEL-x86_64,2.6.18-308.8.2.el5,2.6.18-308.1.1.el5-x86_64-SMP.ko,2012-06-25,Flex
9.0,RHEL-x86_64,2.6.18-308.11.1.el5,2.6.18-308.11.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-308.24.1.el5,2.6.18-308.24.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-308.el5,2.6.18-308.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-348.el5,2.6.18-348.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-371.3.1.el5,2.6.18-371.3.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-371.6.1.el5,2.6.18-371.6.1.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-371.el5xen,2.6.18-371.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-371.el5,2.6.18-371.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-398.el5,2.6.18-398.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-400.el5,2.6.18-400.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-402.el5,2.6.18-402.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-404.el5,2.6.18-404.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-406.0.0.0.1.el5xen,2.6.18-406.0.0.0.1.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-406.el5,2.6.18-406.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-407.el5,2.6.18-407.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-408.el5xen,2.6.18-408.el5xen-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-408.el5,2.6.18-408.el5-x86_64-SMP.ko,2017-07-12,Exact
9.0,RHEL-x86_64,2.6.18-409.el5,2.6.18-409.el5-x86_64-SMP.ko,2017-07-12,Exact
