Guardium Version,Operating System,Kernel,KTAP,Build Date,Match
12.0,RHEL-x86_64,2.6.32-71.7.1.el6,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2011-08-02,Flex
12.0,RHEL-x86_64,2.6.32-71.7.1.el6.x86_64,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-71.14.1.el6,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2011-08-02,Flex
12.0,RHEL-x86_64,2.6.32-71.14.1.el6.x86_64,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-71.18.1.el6,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2011-08-02,Flex
12.0,RHEL-x86_64,2.6.32-71.18.1.el6.x86_64,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-71.18.2.el6,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2011-08-02,Flex
12.0,RHEL-x86_64,2.6.32-71.18.2.el6.x86_64,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-71.24.1.el6,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2011-08-02,Flex
12.0,RHEL-x86_64,2.6.32-71.24.1.el6.x86_64,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-71.29.1.el6,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2011-08-02,Flex
12.0,RHEL-x86_64,2.6.32-71.29.1.el6.x86_64,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-71.el6.x86_64,2.6.32-71.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-100.28.5.el6.x86_64,2.6.32-100.28.5.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-100.34.1.el6uek.x86_64,2.6.32-100.34.1.el6uek.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-131.0.15.el6.x86_64,2.6.32-131.0.15.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-131.2.1.el6,2.6.32-131.0.15.el6.x86_64-x86_64-SMP.ko,2012-03-06,Flex
12.0,RHEL-x86_64,2.6.32-131.2.1.el6.x86_64,2.6.32-131.0.15.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-131.17.1.el6.x86_64,2.6.32-131.17.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-200.20.1.el6uek.x86_64,2.6.32-200.20.1.el6uek.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-220.2.1.el6,2.6.32-220.el6.x86_64-x86_64-SMP.ko,2012-03-06,Flex
12.0,RHEL-x86_64,2.6.32-220.2.1.el6.x86_64,2.6.32-220.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-220.4.1.el6,2.6.32-220.el6.x86_64-x86_64-SMP.ko,2012-03-06,Flex
12.0,RHEL-x86_64,2.6.32-220.4.1.el6.x86_64,2.6.32-220.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-220.4.2.el6,2.6.32-220.el6.x86_64-x86_64-SMP.ko,2012-03-06,Flex
12.0,RHEL-x86_64,2.6.32-220.4.2.el6.x86_64,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-220.4.2.el6.x86_64,2.6.32-220.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-220.7.1.el6,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2012-04-05,Flex
12.0,RHEL-x86_64,2.6.32-220.7.1.el6.x86_64,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-220.7.1.el6.x86_64,2.6.32-220.7.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-220.13.1.el6,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2012-06-04,Flex
12.0,RHEL-x86_64,2.6.32-220.13.1.el6.x86_64,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-220.17.1.el6,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2012-06-04,Flex
12.0,RHEL-x86_64,2.6.32-220.17.1.el6.x86_64,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-220.23.1.el6,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2012-10-15,Flex
12.0,RHEL-x86_64,2.6.32-220.23.1.el6.x86_64,2.6.32-220.4.2.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-220.el6.x86_64,2.6.32-220.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-269.el6.x86_64,2.6.32-269.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-279.2.1.el6,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2012-08-14,Flex
12.0,RHEL-x86_64,2.6.32-279.2.1.el6.x86_64,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-279.5.2.el6,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2012-09-25,Flex
12.0,RHEL-x86_64,2.6.32-279.5.2.el6.x86_64,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-09-16,Flex
12.0,RHEL-x86_64,2.6.32-279.9.1.el6,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2012-12-18,Flex
12.0,RHEL-x86_64,2.6.32-279.9.1.el6.x86_64,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-279.11.1.el6,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2012-11-07,Flex
12.0,RHEL-x86_64,2.6.32-279.11.1.el6.x86_64,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-279.14.1.el6,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2014-04-01,Flex
12.0,RHEL-x86_64,2.6.32-279.19.1.el6,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-01-28,Flex
12.0,RHEL-x86_64,2.6.32-279.19.1.el6.x86_64,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-279.22.1.el6,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-02-07,Flex
12.0,RHEL-x86_64,2.6.32-279.22.1.el6.x86_64,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-279.el6.x86_64,2.6.32-279.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-300.3.1.el6uek.x86_64,2.6.32-300.3.1.el6uek.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-300.27.1.el6uek.x86_64,2.6.32-300.27.1.el6uek.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-300.39.4.el6uek.x86_64,2.6.32-300.27.1.el6uek.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-300.39.4.el6uek.x86_64,2.6.32-300.39.4.el6uek.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-358.0.1.el6.x86_64,2.6.32-358.el6.x86_64-x86_64-SMP.ko,2013-11-21,Flex
12.0,RHEL-x86_64,2.6.32-358.2.1.el6.x86_64,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-358.6.1.el6,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-05-20,Flex
12.0,RHEL-x86_64,2.6.32-358.6.1.el6.x86_64,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-358.6.2.el6,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-05-20,Flex
12.0,RHEL-x86_64,2.6.32-358.6.2.el6.x86_64,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-05-31,Flex
12.0,RHEL-x86_64,2.6.32-358.6.2.el6.x86_64,2.6.32-358.6.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-358.11.1.el6.x86_64,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-06-11,Flex
12.0,RHEL-x86_64,2.6.32-358.11.1.el6.x86_64,2.6.32-358.11.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-358.14.1.el6,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2014-07-22,Flex
12.0,RHEL-x86_64,2.6.32-358.14.1.el6.x86_64,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-09-05,Flex
12.0,RHEL-x86_64,2.6.32-358.14.1.el6.x86_64,2.6.32-358.el6.x86_64-x86_64-SMP.ko,2014-01-09,Flex
12.0,RHEL-x86_64,2.6.32-358.18.1.el6.x86_64,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-09-13,Flex
12.0,RHEL-x86_64,2.6.32-358.23.2.el6.x86_64,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2013-11-02,Flex
12.0,RHEL-x86_64,2.6.32-358.23.2.el6.x86_64,2.6.32-358.23.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-358.28.1.el6.x86_64,2.6.32-358.28.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-358.32.3.el6,2.6.32-358.2.1.el6.x86_64-x86_64-SMP.ko,2014-05-07,Flex
12.0,RHEL-x86_64,2.6.32-358.32.3.el6.x86_64,2.6.32-358.28.1.el6.x86_64-x86_64-SMP.ko,2014-08-20,Flex
12.0,RHEL-x86_64,2.6.32-358.32.3.el6.x86_64,2.6.32-358.32.3.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-358.el6.x86_64,2.6.32-358.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-400.33.2.el6uek.x86_64,2.6.32-400.33.2.el6uek.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-431.1.2.el6.x86_64,2.6.32-431.1.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-431.3.1.el6,2.6.32-431.1.2.el6.x86_64-x86_64-SMP.ko,2014-01-24,Flex
12.0,RHEL-x86_64,2.6.32-431.3.1.el6.x86_64,2.6.32-431.3.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-431.5.1.el6.x86_64,2.6.32-431.3.1.el6.x86_64-x86_64-SMP.ko,2014-06-06,Flex
12.0,RHEL-x86_64,2.6.32-431.11.2.el6.x86_64,2.6.32-431.1.2.el6.x86_64-x86_64-SMP.ko,2014-04-23,Flex
12.0,RHEL-x86_64,2.6.32-431.11.2.el6.x86_64,2.6.32-431.11.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-431.17.1.el6.x86_64,2.6.32-431.11.2.el6.x86_64-x86_64-SMP.ko,2014-09-15,Flex
12.0,RHEL-x86_64,2.6.32-431.23.3.el6.x86_64,2.6.32-431.11.2.el6.x86_64-x86_64-SMP.ko,2014-09-18,Flex
12.0,RHEL-x86_64,2.6.32-431.29.2.el6.x86_64,2.6.32-431.29.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-431.el6.x86_64,2.6.32-431.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-504.1.3.el6.x86_64,2.6.32-504.1.3.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-504.3.3.el6.x86_64,2.6.32-504.1.3.el6.x86_64-x86_64-SMP.ko,2014-12-29,Flex
12.0,RHEL-x86_64,2.6.32-504.8.1.el6.x86_64,2.6.32-504.1.3.el6.x86_64-x86_64-SMP.ko,2015-03-02,Flex
12.0,RHEL-x86_64,2.6.32-504.8.1.el6.x86_64,2.6.32-504.8.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-504.12.2.el6.x86_64,2.6.32-504.8.1.el6.x86_64-x86_64-SMP.ko,2015-03-30,Flex
12.0,RHEL-x86_64,2.6.32-504.16.2.el6.x86_64,2.6.32-504.8.1.el6.x86_64-x86_64-SMP.ko,2015-05-29,Flex
12.0,RHEL-x86_64,2.6.32-504.23.4.el6.x86_64,2.6.32-504.8.1.el6.x86_64-x86_64-SMP.ko,2015-07-13,Flex
12.0,RHEL-x86_64,2.6.32-504.30.3.el6.x86_64,2.6.32-504.30.3.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-504.el6.x86_64,2.6.32-504.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.1.1.el6.x86_64,2.6.32-573.1.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.3.1.el6.x86_64,2.6.32-573.1.1.el6.x86_64-x86_64-SMP.ko,2015-09-15,Flex
12.0,RHEL-x86_64,2.6.32-573.3.1.el6.x86_64,2.6.32-573.3.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.7.1.el6.x86_64,2.6.32-573.1.1.el6.x86_64-x86_64-SMP.ko,2016-02-11,Flex
12.0,RHEL-x86_64,2.6.32-573.7.1.el6.x86_66,2.6.32-573.3.1.el6.x86_64-x86_64-SMP.ko,2015-10-13,Flex
12.0,RHEL-x86_64,2.6.32-573.8.1.el6.x86_64,2.6.32-573.1.1.el6.x86_64-x86_64-SMP.ko,2016-02-11,Flex
12.0,RHEL-x86_64,2.6.32-573.8.1.el6.x86_64,2.6.32-573.3.1.el6.x86_64-x86_64-SMP.ko,2015-11-18,Flex
12.0,RHEL-x86_64,2.6.32-573.12.1.el6.x86_64,2.6.32-573.3.1.el6.x86_64-x86_64-SMP.ko,2016-02-17,Flex
12.0,RHEL-x86_64,2.6.32-573.12.1.el6.x86_64,2.6.32-573.12.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.18.1.el6.x86_64,2.6.32-573.3.1.el6.x86_64-x86_64-SMP.ko,2016-02-17,Flex
12.0,RHEL-x86_64,2.6.32-573.18.1.el6.x86_64,2.6.32-573.18.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.22.1.el6.x86_64,2.6.32-573.22.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.34.1.el6.x86_64,2.6.32-573.22.1.el6.x86_64-x86_64-SMP.ko,2016-10-07,Flex
12.0,RHEL-x86_64,2.6.32-573.35.2.el6.x86_64,2.6.32-573.22.1.el6.x86_64-x86_64-SMP.ko,2016-11-14,Flex
12.0,RHEL-x86_64,2.6.32-573.42.1.el6.x86_64,2.6.32-573.22.1.el6.x86_64-x86_64-SMP.ko,2017-08-25,Flex
12.0,RHEL-x86_64,2.6.32-573.43.3.el6.x86_64,2.6.32-573.22.1.el6.x86_64-x86_64-SMP.ko,2019-05-20,Flex
12.0,RHEL-x86_64,2.6.32-573.49.3.el6.x86_64,2.6.32-573.22.1.el6.x86_64-x86_64-SMP.ko,2018-01-15,Flex
12.0,RHEL-x86_64,2.6.32-573.49.3.el6.x86_64,2.6.32-573.49.3.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.51.1.el6.x86_64,2.6.32-573.51.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.60.1.el6.x86_64,2.6.32-573.51.1.el6.x86_64-x86_64-SMP.ko,2019-01-03,Flex
12.0,RHEL-x86_64,2.6.32-573.60.1.el6.x86_64,2.6.32-573.60.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-573.65.2.el6.x86_64,2.6.32-573.51.1.el6.x86_64-x86_64-SMP.ko,2019-06-05,Flex
12.0,RHEL-x86_64,2.6.32-573.el6.x86_64,2.6.32-573.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-642.1.1.el6.x86_64,2.6.32-642.1.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-642.3.1.el6.x86_64,2.6.32-642.el6.x86_64-x86_64-SMP.ko,2016-06-26,Flex
12.0,RHEL-x86_64,2.6.32-642.6.2.el6.x86_64,2.6.32-642.1.1.el6.x86_64-x86_64-SMP.ko,2016-11-10,Flex
12.0,RHEL-x86_64,2.6.32-642.11.1.el6.x86_64,2.6.32-642.el6.x86_64-x86_64-SMP.ko,2017-02-02,Flex
12.0,RHEL-x86_64,2.6.32-642.13.1.el6.x86_64,2.6.32-642.1.1.el6.x86_64-x86_64-SMP.ko,2017-07-12,Flex
12.0,RHEL-x86_64,2.6.32-642.15.1.el6.x86_64,2.6.32-642.1.1.el6.x86_64-x86_64-SMP.ko,2017-06-28,Flex
12.0,RHEL-x86_64,2.6.32-642.el6.x86_64,2.6.32-642.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-696.1.1.el6.x86_64,2.6.32-696.1.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-696.3.1.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-696.3.2.el6.x86_64,2.6.32-696.1.1.el6.x86_64-x86_64-SMP.ko,2017-06-29,Flex
12.0,RHEL-x86_64,2.6.32-696.6.3.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2017-10-23,Flex
12.0,RHEL-x86_64,2.6.32-696.10.1.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2017-10-05,Flex
12.0,RHEL-x86_64,2.6.32-696.10.3.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2017-11-01,Flex
12.0,RHEL-x86_64,2.6.32-696.13.2.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2017-10-30,Flex
12.0,RHEL-x86_64,2.6.32-696.16.1.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2018-05-22,Flex
12.0,RHEL-x86_64,2.6.32-696.16.1.el6.x86_64,2.6.32-696.16.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-696.18.7.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2018-01-12,Flex
12.0,RHEL-x86_64,2.6.32-696.20.1.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2018-02-19,Flex
12.0,RHEL-x86_64,2.6.32-696.20.1.el6.x86_64,2.6.32-696.20.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-696.23.1.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2019-02-12,Flex
12.0,RHEL-x86_64,2.6.32-696.23.1.el6.x86_64,2.6.32-696.23.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-696.30.1.el6.x86_64,2.6.32-696.3.1.el6.x86_64-x86_64-SMP.ko,2018-07-09,Flex
12.0,RHEL-x86_64,2.6.32-696.30.1.el6.x86_64,2.6.32-696.30.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-696.el6.x86_64,2.6.32-696.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.2.1.el6.x86_64,2.6.32-754.2.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.3.5.el6.x86_64,2.6.32-754.2.1.el6.x86_64-x86_64-SMP.ko,2018-09-19,Flex
12.0,RHEL-x86_64,2.6.32-754.3.5.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.6.3.el6.x86_64,2.6.32-754.2.1.el6.x86_64-x86_64-SMP.ko,2018-11-14,Flex
12.0,RHEL-x86_64,2.6.32-754.9.1.el6.x86_64,2.6.32-754.2.1.el6.x86_64-x86_64-SMP.ko,2019-01-04,Flex
12.0,RHEL-x86_64,2.6.32-754.9.1.el6.x86_64,2.6.32-754.9.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.10.1.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2019-03-25,Flex
12.0,RHEL-x86_64,2.6.32-754.10.1.el6.x86_64,2.6.32-754.10.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.11.1.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2019-04-08,Flex
12.0,RHEL-x86_64,2.6.32-754.11.1.el6.x86_64,2.6.32-754.11.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.12.1.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2019-04-17,Flex
12.0,RHEL-x86_64,2.6.32-754.12.1.el6.x86_64,2.6.32-754.12.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.14.2.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2019-05-15,Flex
12.0,RHEL-x86_64,2.6.32-754.14.2.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.15.3.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2019-06-20,Flex
12.0,RHEL-x86_64,2.6.32-754.17.1.el6.x86_64,2.6.32-754.11.1.el6.x86_64-x86_64-SMP.ko,2019-07-07,Flex
12.0,RHEL-x86_64,2.6.32-754.18.2.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2019-12-17,Flex
12.0,RHEL-x86_64,2.6.32-754.19.1.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2020-09-02,Flex
12.0,RHEL-x86_64,2.6.32-754.22.1.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2019-10-13,Flex
12.0,RHEL-x86_64,2.6.32-754.23.1.el6.x86_64,2.6.32-754.11.1.el6.x86_64-x86_64-SMP.ko,2019-10-01,Flex
12.0,RHEL-x86_64,2.6.32-754.24.2.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2019-11-17,Flex
12.0,RHEL-x86_64,2.6.32-754.24.3.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2019-11-17,Flex
12.0,RHEL-x86_64,2.6.32-754.24.3.el6.x86_64,2.6.32-754.24.3.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.25.1.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2019-12-23,Flex
12.0,RHEL-x86_64,2.6.32-754.25.1.el6.x86_64,2.6.32-754.25.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.27.1.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2020-02-03,Flex
12.0,RHEL-x86_64,2.6.32-754.27.1.el6.x86_64,2.6.32-754.27.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.28.1.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2020-04-15,Flex
12.0,RHEL-x86_64,2.6.32-754.29.1.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2020-05-04,Flex
12.0,RHEL-x86_64,2.6.32-754.29.2.el6.x86_64,2.6.32-754.24.3.el6.x86_64-x86_64-SMP.ko,2020-06-03,Flex
12.0,RHEL-x86_64,2.6.32-754.29.2.el6.x86_64,2.6.32-754.29.2.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.31.1.el6.x86_64,2.6.32-754.24.3.el6.x86_64-x86_64-SMP.ko,2020-09-01,Flex
12.0,RHEL-x86_64,2.6.32-754.31.1.el6.x86_64,2.6.32-754.31.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.33.1.el6.x86_64,2.6.32-754.3.5.el6.x86_64-x86_64-SMP.ko,2020-10-26,Flex
12.0,RHEL-x86_64,2.6.32-754.35.1.el6.x86_64,2.6.32-754.10.1.el6.x86_64-x86_64-SMP.ko,2020-12-10,Flex
12.0,RHEL-x86_64,2.6.32-754.35.1.el6.x86_64,2.6.32-754.29.2.el6.x86_64-x86_64-SMP.ko,2020-12-02,Flex
12.0,RHEL-x86_64,2.6.32-754.36.1.el6.x86_64,2.6.32-754.10.1.el6.x86_64-x86_64-SMP.ko,2021-03-02,Flex
12.0,RHEL-x86_64,2.6.32-754.36.1.el6.x86_64,2.6.32-754.14.2.el6.x86_64-x86_64-SMP.ko,2021-03-02,Flex
12.0,RHEL-x86_64,2.6.32-754.39.1.el6.x86_64,2.6.32-754.31.1.el6.x86_64-x86_64-SMP.ko,2021-07-11,Flex
12.0,RHEL-x86_64,2.6.32-754.39.1.el6.x86_64,2.6.32-754.39.1.el6.x86_64-x86_64-SMP.ko,2023-09-14,Exact
12.0,RHEL-x86_64,2.6.32-754.41.2.el6.x86_64,2.6.32-754.31.1.el6.x86_64-x86_64-SMP.ko,2021-10-01,Flex
12.0,RHEL-x86_64,2.6.32-754.43.1.el6.x86_64,2.6.32-754.31.1.el6.x86_64-x86_64-SMP.ko,2022-02-09,Flex
